List_Number,Close_of_Escrow_Date,Sold_Price,Zip_Code,Approx_SQFT,#_Bedrooms,#_Bathrooms
6011860,1/21/2020,350000,85118,1582,2,2
5999696,1/15/2020,113000,85020,837,1,1
5999751,1/10/2020,275670,85224,1701,4,2
6010225,1/7/2020,189900,85051,871,2,1
5998098,1/28/2020,380000,85396,2286,4,3
5998232,1/15/2020,208000,85254,1059,2,2
5999262,1/14/2020,273000,85351,1638,2,2
5998176,1/10/2020,1600000,85262,5410,4,4.5
5998247,1/13/2020,255000,85379,2004,4,2.25
5999843,1/3/2020,271500,85379,2102,4,2.5
6001168,1/3/2020,353000,85251,1340,2,2
6002321,1/9/2020,249000,85086,1135,3,2
5998243,1/30/2020,140000,85351,1210,2,1.75
5998256,1/31/2020,312000,85203,1465,4,2
5998874,1/16/2020,417900,85249,2492,3,2.5
5998821,1/15/2020,265000,85041,1830,4,2
5998507,1/30/2020,280000,85345,1635,3,2
6000524,1/24/2020,449900,85086,2493,4,3
5998263,1/9/2020,490000,85022,2434,3,2.5
6001852,1/3/2020,625000,85387,2420,3,2
5998307,1/29/2020,350000,85048,2205,3,2.5
5999640,1/23/2020,378990,85383,1707,3,2
6001313,1/23/2020,975000,85255,3554,3,4
5998463,1/27/2020,250000,85379,1988,4,2
6010064,1/10/2020,233500,85340,1587,3,2
6004035,1/22/2020,152000,85351,1062,2,1
6000498,1/13/2020,265000,85323,1697,3,2
5999173,1/2/2020,360000,85209,2053,4,2.5
5998818,1/24/2020,1120000,85018,3200,4,4
5998827,1/17/2020,425000,85255,1825,3,2
5998455,1/31/2020,175000,85043,972,3,1.5
6005562,1/16/2020,515000,85085,3296,4,3
5998383,1/6/2020,215000,85031,1632,3,2
5999364,1/27/2020,193000,85224,1146,2,2
5998431,1/23/2020,235000,85024,1168,3,2
6001629,1/15/2020,920000,85331,3468,4,2.5
5999067,1/30/2020,288000,85310,1529,3,2
5998473,1/14/2020,204000,85029,879,2,1
5998608,1/6/2020,505000,85375,2933,2,2.5
5998719,1/30/2020,410000,85308,3075,5,3
5998892,1/4/2020,140000,85308,1056,3,1.75
5998424,1/7/2020,315000,85374,2873,4,3
5998672,1/10/2020,192000,85033,1572,4,1.75
6011465,1/16/2020,245000,85119,1245,3,2
6001436,1/30/2020,354000,85215,2175,4,2
5999634,1/13/2020,238000,85033,1652,5,3
5999424,1/22/2020,294000,85249,1621,3,2.5
6000220,1/3/2020,539000,85249,3851,5,4
6017190,1/30/2020,394000,85142,2672,4,2.5
5998946,1/10/2020,178500,85006,1080,2,1
5999126,1/17/2020,233000,85017,1963,3,2
5998491,1/30/2020,432000,85310,2935,4,3
5998574,1/27/2020,409000,85308,2478,4,2
5998725,1/6/2020,415000,85118,2383,3,2
5998716,1/21/2020,164500,85020,1060,2,1.5
6000394,1/15/2020,339900,85339,2569,4,2
6002548,1/3/2020,299900,85212,1769,3,2
6000541,1/17/2020,253800,85021,1322,3,2
6005436,1/29/2020,235000,85022,1512,2,2
5999296,1/10/2020,67900,85119,1700,2,2
5999199,1/8/2020,395000,85297,2178,4,2.5
6009223,1/3/2020,320000,85234,1447,3,2
5998658,1/10/2020,260000,85248,1611,2,1.75
6000110,1/21/2020,244000,85041,1675,4,2
6002213,1/24/2020,225000,85019,1416,3,2
6004027,1/31/2020,428000,85224,2717,4,3.5
6006246,1/31/2020,327000,85206,1667,3,2
5999241,1/27/2020,189000,85351,1683,2,2
6006040,1/22/2020,690000,85255,2501,4,2.5
5998710,1/6/2020,499900,85268,2401,2,3
5999575,1/31/2020,167000,85225,870,2,1.5
5999463,1/17/2020,237000,85374,1668,3,2
5999718,1/9/2020,255000,85374,2661,4,2.5
5999564,1/14/2020,142000,85201,867,1,1
5998739,1/27/2020,650000,85260,2411,4,2
5998743,1/16/2020,325000,85140,3461,4,2.5
5998802,1/2/2020,682500,85258,2437,4,2.5
5998780,1/17/2020,208000,85019,1560,4,2
5999431,1/3/2020,198000,85375,1411,2,2
5999038,1/17/2020,290000,85308,1670,3,2
5998840,1/31/2020,535000,85015,2538,4,3
5999075,1/13/2020,152000,85209,1456,3,2
5999114,1/10/2020,217000,85326,1598,3,2
6001868,1/2/2020,102500,85338,981,2,2
5999426,1/9/2020,300000,85255,1326,3,2
5999972,1/22/2020,140000,85012,702,1,1
6004567,1/8/2020,277000,85140,1824,3,2
6002359,1/29/2020,335000,85226,2050,4,2
6001006,1/23/2020,385000,85383,2228,2,2.5
5999113,1/15/2020,212000,85353,1570,3,2.5
5999107,1/8/2020,346000,85338,3091,5,3
5998929,1/28/2020,72497,85206,1180,2,2
5998981,1/3/2020,186000,85120,1381,2,2
5998852,1/30/2020,378490,85212,2264,4,3
5999449,1/8/2020,290000,85339,2072,4,2
6003946,1/24/2020,283000,85395,1641,2,2
6004815,1/3/2020,315000,85226,1417,3,2
5998906,1/30/2020,316000,85250,1274,2,2
5999003,1/3/2020,575000,85251,2004,4,3
5999537,1/10/2020,230500,85378,1571,4,2
6001573,1/28/2020,339000,85345,2882,5,3
6006712,1/22/2020,254000,85008,1195,3,1
6001463,1/6/2020,3675000,85251,5643,5,7
5999012,1/24/2020,165000,85041,1100,3,1
6005225,1/8/2020,630000,85255,2785,4,3
5999017,1/10/2020,325000,85209,2167,4,2.5
5999121,1/3/2020,475000,85395,3127,3,3.5
6001960,1/31/2020,206000,85140,1364,3,2
5999005,1/6/2020,1227500,85331,4547,5,4
5999602,1/10/2020,200000,85031,1379,4,3
5999110,1/9/2020,277000,85378,1788,2,1.75
5999483,1/6/2020,297000,85202,1909,3,2.5
6000345,1/6/2020,250000,85140,1513,3,2
6000654,1/7/2020,267000,85395,1701,4,2
5999068,1/10/2020,155000,85120,1004,2,1
5999849,1/28/2020,243000,85392,1716,3,2
5999197,1/29/2020,199000,85035,1383,3,3.5
5999094,1/7/2020,245000,85260,1254,2,2
5999275,1/21/2020,140000,85009,1344,3,1
5999116,1/28/2020,236900,85043,1605,3,2
5999786,1/30/2020,935000,85142,4002,4,5
5999139,1/13/2020,207000,85303,1264,3,2
5999177,1/8/2020,297000,85225,1780,3,2
5999210,1/3/2020,326000,85249,2047,3,2
5999276,1/2/2020,444000,85250,2002,3,3
5999280,1/15/2020,330000,85248,1781,3,2
5999313,1/14/2020,160000,85201,917,2,1
5999570,1/3/2020,377500,85298,2044,4,2
5999688,1/29/2020,196000,85382,1291,2,1.75
5999302,1/3/2020,334000,85022,1624,3,2
5999310,1/23/2020,205000,85351,1418,2,2
5999860,1/2/2020,335000,85381,2364,4,3
5999319,1/17/2020,450600,85377,3335,4,3
5999339,1/24/2020,372990,85233,2224,3,3.5
5999335,1/8/2020,270000,85027,1350,3,2
6005344,1/21/2020,212000,85234,1063,2,2
5999917,1/3/2020,230000,85304,1518,3,2
6001295,1/13/2020,227500,85282,912,3,1
5999509,1/29/2020,255000,85353,2290,4,2
6000871,1/2/2020,225000,85379,1276,3,2
6000640,1/22/2020,199900,85023,890,2,1
6014688,1/20/2020,318000,85260,1100,2,2
5999528,1/14/2020,245000,85042,1325,3,2
5999768,1/15/2020,224000,85037,1362,4,2
5999531,1/31/2020,98500,85020,782,2,1
5999739,1/13/2020,415000,85015,2557,5,4
6001206,1/3/2020,434000,85003,1253,3,2
5999858,1/8/2020,277000,85143,2066,4,3
5999567,1/6/2020,242000,85326,1662,3,2
5999789,1/24/2020,227500,85021,1960,4,2
5999898,1/3/2020,190000,85007,1911,2,1
6000014,1/8/2020,305000,85251,1132,2,2
5999630,1/3/2020,264900,85051,1759,3,2
6001600,1/15/2020,350000,85375,1934,2,1.75
6003168,1/23/2020,632000,85331,2925,3,2.5
5999659,1/13/2020,234900,85016,1408,3,1.5
6001458,1/2/2020,110000,85351,879,1,1
6016426,1/14/2020,500000,85254,726,1,1
6002630,1/21/2020,215000,85035,1500,3,2
6001749,1/22/2020,199000,85345,1130,3,1
5999691,1/7/2020,685000,85255,2770,4,2.5
6000056,1/16/2020,248000,85387,2129,4,3
5999758,1/9/2020,660990,85255,2150,2,2.5
6000157,1/2/2020,210000,85326,1428,4,2
6000047,1/10/2020,250000,85204,1822,3,1
5999871,1/6/2020,385000,85283,2469,3,2.5
6003206,1/9/2020,860000,85262,3552,4,4.5
6000019,1/24/2020,310000,85338,2764,5,3.5
5999953,1/3/2020,208000,85281,1130,2,2
5999911,1/16/2020,264000,85379,1879,3,2
6001404,1/10/2020,206900,85035,1280,3,2
5999930,1/22/2020,387000,85044,2086,4,2
6015128,1/31/2020,112000,85374,982,2,2
6000037,1/24/2020,270000,85338,1739,4,2
6000427,1/17/2020,150000,85017,1224,3,1
6000033,1/10/2020,499900,85383,2483,4,3
6000031,1/3/2020,258000,85382,1475,3,2
6000045,1/31/2020,284900,85295,1692,3,2.5
6000134,1/13/2020,365000,85086,2064,2,2
6002138,1/29/2020,287000,85295,1370,2,2.5
6003084,1/28/2020,210000,85205,1100,2,1
6000099,1/17/2020,340000,85212,1947,3,3
6000116,1/31/2020,246000,85140,2411,4,2.5
6000679,1/16/2020,210000,85326,1718,3,2
6000167,1/31/2020,323454,85388,2172,3,2.5
6000119,1/9/2020,325000,85015,1866,4,2
6000123,1/8/2020,256400,85345,1338,3,2
6000447,1/28/2020,272000,85008,1586,3,3
6003562,1/2/2020,405000,85032,2049,4,2
6000189,1/10/2020,235000,85016,1118,2,2
6000195,1/22/2020,218000,85042,1396,3,2
6000190,1/3/2020,235000,85326,1868,4,2
6001620,1/17/2020,760000,85331,3037,4,3
6002101,1/21/2020,235000,85304,1597,3,2
6000214,1/17/2020,338037,85379,1935,3,2
6001278,1/10/2020,269000,85388,2190,4,2.5
6000551,1/30/2020,476900,85140,2124,2,2.5
6005090,1/30/2020,643000,85254,2217,3,2
6000246,1/6/2020,244900,85354,1607,4,2
6000373,1/22/2020,49900,85120,1440,3,2
6002504,1/13/2020,260000,85037,2050,4,2.5
6001191,1/17/2020,283000,85339,2659,4,2.5
6009189,1/7/2020,250000,85381,1431,3,2
6000293,1/15/2020,243500,85008,1385,2,2.5
6000295,1/31/2020,313889,85209,1956,3,2.5
6004973,1/3/2020,250000,85006,900,2,1
6002263,1/3/2020,372000,85225,2209,4,2
6001772,1/31/2020,410000,85085,3061,5,3
6000327,1/15/2020,282700,85281,1098,3,2.5
6002899,1/27/2020,310000,85224,1508,3,2
6001154,1/3/2020,530000,85016,1736,3,2.5
6000334,1/23/2020,269500,85373,1830,3,2
6001752,1/7/2020,126000,85042,890,2,2
6006094,1/6/2020,279000,85207,1795,2,2.5
6000372,1/15/2020,330000,85383,2519,4,3.5
6003078,1/29/2020,231000,85260,1298,2,2
6000763,1/6/2020,300000,85248,1823,3,2
6001765,1/8/2020,140000,85374,990,2,1.5
6000412,1/28/2020,309000,85041,1715,3,2
6000404,1/20/2020,499000,85016,2003,2,2.5
6001701,1/15/2020,177000,85202,1188,2,2
6000536,1/17/2020,239900,85009,1776,4,3
6000666,1/3/2020,225000,85085,1088,2,2
6000931,1/24/2020,359000,85283,2004,4,1.75
6000491,1/27/2020,260000,85373,1997,3,2
6001776,1/15/2020,592500,85215,3187,3,3
6000520,1/3/2020,552500,85255,2131,3,2
6000545,1/24/2020,250000,85027,1061,2,2.5
6001779,1/31/2020,340000,85225,2000,3,2.5
6002993,1/2/2020,202950,85335,988,2,2
6004975,1/29/2020,540000,85296,2752,4,3
6001187,1/31/2020,228000,85323,1560,4,2
6010107,1/24/2020,655000,85018,2114,4,2.5
6000692,1/17/2020,296350,85375,2000,2,2
6000605,1/10/2020,160000,85202,1152,2,2
6000949,1/24/2020,360000,85212,2262,4,3
6002153,1/21/2020,426000,85212,2067,2,2
6003719,1/3/2020,278000,85204,1256,3,2
6001182,1/10/2020,420000,85201,2423,4,3
6011453,1/3/2020,294000,85306,1819,3,2
6014700,1/31/2020,350000,85006,930,3,2
6001680,1/3/2020,198000,85053,1340,3,2
6003312,1/15/2020,248500,85212,1509,3,2
6001210,1/10/2020,590000,85298,2966,4,3
6000982,1/3/2020,610000,85381,2884,4,3
6001354,1/24/2020,438000,85305,2894,5,3
6000996,1/22/2020,450000,85383,1732,2,2
6000828,1/15/2020,585000,85248,3435,4,3
6004865,1/15/2020,618000,85258,2266,2,2
6001222,1/29/2020,269000,85382,1354,2,2
6000820,1/21/2020,915000,85018,2473,4,2.5
6003519,1/24/2020,250000,85033,2027,5,3
6001796,1/29/2020,526000,85255,2947,3,3
6001575,1/10/2020,750000,85202,3500,5,3.5
6007412,1/17/2020,698000,85331,2347,3,2
6004473,1/28/2020,700000,85018,2520,5,4
6005966,1/21/2020,296999,85016,1283,3,1.5
6000764,1/10/2020,207000,85345,1336,3,2
6002210,1/31/2020,120000,85032,685,1,1
6000776,1/8/2020,336000,85296,2268,4,3
6002566,1/23/2020,310000,85355,2198,3,2.5
6002195,1/10/2020,90000,85016,576,1,1
6002700,1/8/2020,327900,85248,2023,2,2
6006144,1/15/2020,2000000,85018,3631,4,3.5
6002772,1/31/2020,388000,85212,3333,4,3
6001309,1/7/2020,340000,85396,2092,2,2
6012315,1/15/2020,593500,85266,1974,2,2
6004368,1/3/2020,295000,85086,1916,5,2
6003363,1/17/2020,388000,85296,2263,4,2
6009302,1/21/2020,169900,85302,1146,2,2
6012568,1/24/2020,650000,85018,2018,3,3
6001437,1/9/2020,298900,85282,1288,3,2
6000869,1/31/2020,150000,85008,896,2,1
6000909,1/23/2020,75000,85301,1348,0,0
6005275,1/17/2020,398000,85234,2727,5,3
6001279,1/15/2020,200000,85027,1067,2,2
6002729,1/8/2020,421000,85282,2215,4,2
6001323,1/17/2020,262000,85379,2139,3,2.5
6001506,1/24/2020,245000,85032,1376,2,2.5
6010328,1/9/2020,210000,85119,1310,3,2
6001412,1/14/2020,263000,85142,1407,3,2
6000991,1/24/2020,297500,85283,1267,3,2
6001142,1/14/2020,390000,85361,2803,4,2
6010327,1/10/2020,480000,85298,2640,3,2.5
6001334,1/9/2020,226000,85225,1288,2,1.5
6000994,1/14/2020,324900,85224,1739,4,2
6001000,1/31/2020,227000,85308,1060,2,2
6002534,1/15/2020,355000,85234,1968,4,2
6001845,1/9/2020,290000,85361,1789,3,2
6004395,1/24/2020,217900,85033,1258,3,2
6000975,1/9/2020,577500,85254,2308,4,2
6000986,1/10/2020,255000,85254,1098,2,2
6011853,1/15/2020,445000,85387,2518,2,3
6009605,1/9/2020,149000,85351,1125,2,1.75
6001332,1/29/2020,352000,85086,2568,4,2.5
6001720,1/17/2020,345000,85225,2316,4,3
6001029,1/3/2020,410000,85283,2056,4,1.75
6001021,1/29/2020,279900,85379,2334,4,2.5
6002759,1/31/2020,1045000,85012,4000,4,4
6016496,1/13/2020,313500,85142,1942,4,2
6006089,1/28/2020,309000,85086,1616,2,2
6003509,1/1/2020,221000,85140,1427,3,2
6004123,1/24/2020,330000,85295,1618,3,2
6001474,1/22/2020,515300,85028,2134,3,2
6001171,1/31/2020,215000,85351,1779,2,2
6005757,1/30/2020,474900,85383,2604,4,3
6005571,1/31/2020,130000,85202,768,1,1
6004502,1/15/2020,325000,85375,2515,3,2
6001964,1/7/2020,455000,85286,2429,4,3
6002499,1/27/2020,373000,85086,2140,4,2.5
6001100,1/16/2020,315000,85258,1489,3,2
6006367,1/8/2020,148000,85014,1092,2,2.5
6007848,1/14/2020,493000,85383,1926,2,2
6012303,1/23/2020,235000,85205,1628,3,2
6012229,1/16/2020,256000,85205,1401,2,2
6015485,1/30/2020,895000,85013,3991,6,3.5
6001147,1/30/2020,255000,85251,1200,2,2
6001713,1/3/2020,259900,85042,1907,3,2.5
6001184,1/31/2020,220000,85033,1395,3,2
6001491,1/21/2020,165000,85281,1514,3,1.5
6002785,1/16/2020,150000,85029,1056,2,1.5
6002073,1/2/2020,430986,85028,2007,4,2
6003949,1/7/2020,2360000,85253,3355,3,2
6003136,1/8/2020,290000,85375,1980,2,2
6001247,1/21/2020,220000,85037,1515,4,2
6013290,1/15/2020,255000,85375,2083,2,2
6004507,1/13/2020,345000,85013,1046,2,2
6001268,1/10/2020,150000,85351,1102,2,2
6004550,1/2/2020,332000,85014,1698,2,2
6001325,1/6/2020,293900,85008,1830,4,2
6001471,1/8/2020,245000,85345,1127,3,2
6001397,1/2/2020,225000,85027,1271,3,2
6001415,1/3/2020,295000,85379,2010,4,2.5
6009020,1/8/2020,414300,85286,2394,4,2
6001464,1/2/2020,265000,85381,1602,4,2
6001411,1/3/2020,249000,85283,1144,2,2
6001366,1/2/2020,295000,85387,1570,2,2
6003769,1/8/2020,350000,85382,1858,3,2
6002390,1/2/2020,550000,85053,5487,9,4
6001505,1/8/2020,226000,85033,1440,4,2
6002096,1/15/2020,495000,85396,2527,2,2.5
6002282,1/24/2020,302000,85140,1343,2,2
6001384,1/29/2020,203400,85017,987,3,1.5
6001599,1/10/2020,325000,85308,2236,3,2.5
6004568,1/3/2020,215000,85388,1495,3,2.5
6001360,1/9/2020,352000,85338,3543,5,3.5
6003043,1/10/2020,589900,85284,2184,3,2
6003729,1/13/2020,450000,85086,3437,3,3.5
6001513,1/15/2020,530000,85251,1411,2,2
6002452,1/30/2020,265000,85379,1729,3,1.75
6008077,1/16/2020,337000,85209,2237,3,2.5
6008661,1/30/2020,235500,85305,1784,2,2.5
6001631,1/9/2020,182000,85351,1119,2,2
6002245,1/6/2020,320000,85029,1881,3,2
6006218,1/24/2020,247000,85323,1669,4,2
6001556,1/10/2020,440000,85016,2712,4,3
6001858,1/9/2020,319000,85308,1467,3,2
6006506,1/16/2020,229900,85387,1426,3,2
6009938,1/20/2020,370000,85260,1659,3,2
6003038,1/6/2020,410000,85383,2594,4,2.5
6002244,1/3/2020,447000,85249,3603,4,3
6007050,1/8/2020,294000,85396,2254,3,3
6003230,1/10/2020,600000,85286,3201,4,3
6005324,1/13/2020,325000,85295,2029,4,2.5
6004310,1/23/2020,420000,85257,1682,3,2
6001783,1/3/2020,318500,85258,1335,2,2
6003211,1/16/2020,179000,85027,1049,2,1.75
6016968,1/30/2020,204045,85051,1026,2,1.75
6002262,1/14/2020,275000,85326,2326,4,3
6001546,1/15/2020,275000,85206,1555,2,1.75
6002574,1/16/2020,192000,85120,1428,3,2
6002921,1/22/2020,235500,85339,1369,3,2
6001687,1/3/2020,280000,85044,1600,3,2.5
6013076,1/14/2020,206000,85323,1297,3,2.5
6009692,1/14/2020,230000,85206,1610,2,2
6003082,1/28/2020,140400,85008,952,2,2
6002987,1/3/2020,465000,85326,2634,3,2
6003117,1/15/2020,299970,85205,1942,3,2.5
6001634,1/21/2020,290000,85379,1820,3,2
6001645,1/7/2020,219000,85041,1294,3,2
6008702,1/28/2020,244500,85031,2049,4,2
6002146,1/29/2020,856000,85331,3216,3,2.5
6003403,1/25/2020,214900,85029,1636,3,2
6001638,1/24/2020,365000,85119,2320,4,2
6001681,1/3/2020,325000,85295,1682,3,2
6003193,1/6/2020,490000,85392,3315,4,3
6012884,1/27/2020,195000,85027,1102,2,1
6004495,1/15/2020,530000,85207,2547,4,2
6001686,1/8/2020,330000,85308,2327,4,3
6001810,1/29/2020,326000,85013,1625,3,2
6001882,1/14/2020,227900,85345,1304,3,2
6001798,1/30/2020,350000,85085,2542,3,3
6001739,1/3/2020,489000,85032,2028,4,2
6003768,1/9/2020,247500,85304,2256,5,2
6001740,1/14/2020,205000,85040,1013,3,2
6002105,1/21/2020,103500,85208,750,1,2
6003194,1/8/2020,527000,85262,2472,3,2
6001747,1/10/2020,260000,85042,2026,4,2
6003003,1/27/2020,420000,85048,1858,3,2
6001824,1/17/2020,391000,85286,2337,4,3
6001885,1/10/2020,304600,85118,1995,3,2
6001815,1/17/2020,205000,85204,1428,3,2
6002071,1/28/2020,310000,85205,1906,3,2.5
6005041,1/15/2020,255000,85395,1863,3,2.5
6002229,1/9/2020,459499,85016,1835,4,2
6001844,1/8/2020,250000,85258,1116,2,2
6002289,1/28/2020,360000,85234,2112,4,2
6001821,1/18/2020,305000,85086,2168,4,2.5
6002180,1/3/2020,414900,85296,2392,3,2
6002754,1/16/2020,500000,85286,2922,5,4
6005023,1/10/2020,650000,85254,2329,4,2.5
6002123,1/2/2020,220000,85335,1832,4,2.5
6002540,1/3/2020,360000,85021,1837,2,2.5
6003393,1/23/2020,800000,85353,5114,5,4
6001860,1/21/2020,78000,85022,504,1,1
6001867,1/7/2020,215000,85354,2161,4,2
6003987,1/28/2020,590000,85260,2969,5,3.5
6002297,1/9/2020,825000,85262,2840,4,3.5
6002170,1/21/2020,138000,85210,918,2,1
6003498,1/31/2020,390000,85226,2602,4,3
6002481,1/27/2020,413756,85340,1900,3,2
6002642,1/22/2020,280000,85233,1494,3,2
6004113,1/28/2020,315000,85258,1040,2,2
6005583,1/9/2020,1205000,85255,3544,4,3.5
6001991,1/16/2020,425000,85331,2195,3,2.5
6008081,1/17/2020,343000,85086,1890,4,2
6003044,1/7/2020,325000,85248,2123,2,2
6002329,1/13/2020,400000,85383,2617,4,2
6019645,1/29/2020,215000,85206,1074,2,2
6002012,1/17/2020,183000,85205,1113,2,2
6005835,1/2/2020,402000,85268,1502,2,2.5
6002571,1/23/2020,249000,85375,2085,2,2
6002023,1/10/2020,296000,85326,2287,4,2.5
6005448,1/17/2020,630000,85260,2899,5,3
6002128,1/9/2020,252999,85396,1512,3,2
6002515,1/30/2020,265000,85326,2267,4,3
6002376,1/6/2020,334000,85379,2137,4,2
6002209,1/3/2020,169000,85027,994,2,2
6004040,1/15/2020,205000,85351,1756,2,2
6006554,1/9/2020,227500,85381,1195,2,2
6006244,1/21/2020,605000,85298,3095,4,2.5
6007342,1/30/2020,260000,85323,1691,3,2
6002119,1/28/2020,232000,85043,1382,3,2
6002225,1/31/2020,333900,85255,1322,2,2
6002667,1/15/2020,119900,85051,1388,3,2
6002567,1/15/2020,170000,85120,1000,3,2
6003299,1/8/2020,182500,85342,1540,3,2
6016044,1/31/2020,410500,85225,2321,4,3
6002121,1/14/2020,162900,85351,1210,2,2
6002151,1/20/2020,337000,85209,2348,3,2
6002224,1/15/2020,357500,85024,2005,4,2.5
6003876,1/15/2020,193500,85375,1140,2,2
6004330,1/28/2020,136000,85120,698,3,1
6002609,1/13/2020,625000,85296,3751,5,4.5
6002147,1/29/2020,310990,85383,2459,3,3
6005928,1/28/2020,566000,85021,2065,4,3
6002172,1/6/2020,260000,85029,1750,4,1.75
6002196,1/10/2020,150000,85017,934,2,1
6002226,1/3/2020,315000,85050,1508,3,2
6002211,1/23/2020,359000,85297,2523,5,2.75
6002227,1/2/2020,228000,85338,1917,4,2.5
6002241,1/10/2020,221900,85033,1680,5,2
6008520,1/16/2020,315000,85295,1956,3,2.5
6002235,1/15/2020,322000,85297,1584,3,2
6015852,1/29/2020,300000,85282,1180,3,2
6004028,1/21/2020,399900,85326,3711,5,3.5
6002272,1/22/2020,176500,85048,855,2,1
6002352,1/29/2020,542500,85260,1819,3,2
6002312,1/9/2020,231000,85375,1424,2,2
6002621,1/23/2020,335000,85395,2163,3,2
6003319,1/10/2020,270000,85020,1487,3,2
6002777,1/6/2020,360000,85388,2717,5,2.5
6002596,1/30/2020,173000,85041,1200,3,1
6002364,1/6/2020,209990,85326,1238,3,2
6003686,1/8/2020,217000,85033,1300,3,1.75
6002449,1/15/2020,273000,85083,1524,3,2
6003856,1/6/2020,140000,85351,1432,2,2
6005518,1/15/2020,480000,85042,2771,3,2.5
6006876,1/30/2020,348900,85250,1836,2,2
6002546,1/23/2020,342000,85340,2205,3,2
6004583,1/8/2020,275000,85118,1491,3,2
6002442,1/31/2020,400000,85387,2856,3,3
6006838,1/24/2020,245000,85029,1734,3,2
6002594,1/22/2020,1262500,85251,2161,2,2.5
6004258,1/17/2020,215000,85326,1598,3,2
6002519,1/3/2020,860000,85258,3127,3,3.5
6004601,1/8/2020,525000,85142,3861,5,4.5
6003119,1/2/2020,419000,85266,1409,2,2
6003749,1/13/2020,185000,85201,1245,2,1
6008922,1/10/2020,225000,85310,1041,3,2
6002767,1/30/2020,305600,85225,1675,4,2
6002550,1/8/2020,550000,85003,1936,4,3
6014997,1/13/2020,228000,85282,1282,3,2
6013846,1/14/2020,266000,85213,1863,5,3
6002590,1/29/2020,163000,85301,1060,3,1
6007064,1/30/2020,292000,85281,1216,1,2
6011890,1/24/2020,248000,85353,1869,5,2
6012719,1/9/2020,445000,85207,2400,3,3
6002644,1/17/2020,251900,85296,1228,3,2
6003372,1/7/2020,345000,85008,1405,4,2
6004394,1/15/2020,395000,85234,2382,4,3
6011793,1/7/2020,335000,85050,1647,3,2
6002676,1/24/2020,377990,85396,2396,4,3
6002811,1/15/2020,477900,85212,3498,4,3.5
6002689,1/9/2020,212000,85042,1199,3,2
6003325,1/31/2020,135000,85302,1345,2,1.75
6002916,1/7/2020,292400,85204,1548,3,2
6002835,1/10/2020,483500,85018,1831,4,2.5
6002787,1/10/2020,263000,85304,1269,3,2
6002782,1/24/2020,219900,85043,1358,3,2.5
6003439,1/21/2020,285000,85339,2528,3,2.5
6002837,1/10/2020,106000,85119,1100,2,2
6002914,1/14/2020,280000,85284,1489,3,2.5
6005093,1/3/2020,155000,85213,1118,3,2.5
6002935,1/31/2020,880000,85255,3347,3,3.25
6003030,1/7/2020,899000,85018,2189,4,2.5
6002904,1/17/2020,201000,85033,1420,3,1.5
6002939,1/14/2020,272000,85024,1512,3,2.5
6003164,1/9/2020,213000,85008,978,2,1
6002913,1/3/2020,634000,85258,1997,3,2
6011526,1/30/2020,400000,85395,4274,5,3.5
6005765,1/17/2020,201000,85326,1715,4,2
6002934,1/29/2020,415000,85308,3566,5,3.5
6003244,1/31/2020,430000,85044,2388,5,3
6002963,1/23/2020,290000,85044,1480,2,2
6003053,1/24/2020,740000,85339,5917,5,4
6008729,1/6/2020,235000,85208,1474,3,2
6003142,1/7/2020,290000,85308,1567,3,2
6002978,1/8/2020,182500,85205,962,2,1
6003471,1/2/2020,295000,85383,1809,2,2
6006815,1/7/2020,160000,85208,1537,3,2
6010217,1/24/2020,245000,85388,1948,3,2.5
6003085,1/14/2020,225000,85375,1350,2,2
6003125,1/7/2020,372500,85032,1827,4,2
6009370,1/3/2020,331000,85251,1030,2,2
6004031,1/10/2020,226500,85029,1820,3,2
6003398,1/16/2020,515000,85014,1709,3,2
6003161,1/15/2020,307000,85140,1342,2,2
6003123,1/31/2020,189999,85301,1619,5,3
6003469,1/9/2020,227000,85388,1325,3,2
6003130,1/23/2020,240000,85205,1425,2,2.25
6003238,1/10/2020,360000,85209,1492,2,2
6003146,1/22/2020,310500,85234,2234,4,2.5
6003226,1/3/2020,204900,85024,1330,2,1.75
6004946,1/21/2020,280000,85375,2103,2,2.5
6003191,1/31/2020,347000,85295,1944,3,3
6003290,1/17/2020,330000,85086,2166,4,2
6004606,1/6/2020,211000,85396,1250,2,2
6003195,1/15/2020,150000,85351,1128,2,2
6003878,1/22/2020,262000,85304,1822,3,2
6003223,1/25/2020,214900,85031,1695,3,2
6004538,1/6/2020,415000,85260,1568,3,2.5
6003633,1/17/2020,411000,85259,2120,3,2
6007294,1/3/2020,373000,85022,1710,3,2
6005413,1/2/2020,139900,85017,1196,3,1.5
6004140,1/21/2020,243000,85041,2230,5,3
6003410,1/29/2020,376000,85340,2985,4,2.5
6003704,1/8/2020,240000,85304,1141,3,2
6003961,1/31/2020,285000,85210,1885,3,2
6004196,1/6/2020,205000,85353,1341,3,2
6003579,1/10/2020,238000,85140,1830,3,2
6006779,1/9/2020,260000,85326,2629,5,3.5
6003423,1/15/2020,360000,85383,1867,3,2
6005803,1/7/2020,275000,85041,2755,5,3
6003264,1/28/2020,263000,85326,2302,3,2.5
6003273,1/2/2020,265000,85249,1886,3,2.5
6006488,1/3/2020,315000,85383,2537,4,3
6009519,1/10/2020,450000,85212,2740,4,4.5
6009998,1/15/2020,247000,85326,2566,3,2.5
